aves-barn-swallow-contact-network.edges,0.675857843,0.389705882,0.548234445,-0.310346661,3.117647059,1
aves-barn-swallow-non-physical.edges,0.948529412,0.897058824,0.928954052,-0.152796855,7.176470588,1
aves-songbird-social.edges,0.504751182,0.171309425,0.642906452,0.000265683,9.336363636,1
aves-weaver-social-00.edges,0.351120448,0.183006536,0.598148148,0.403100775,1.555555556,1
aves-weaver-social-01.edges,0.785714286,0.571428571,0.914285714,-0.333333333,1.714285714,1
aves-weaver-social-03.edges,0.50385211,0.176538908,0.827684336,-0.004775081,3.619047619,1
aves-weaver-social-04.edges,0.255446623,0.176470588,0.731481481,0.470068695,1.5,1
aves-weaver-social-05.edges,0.510042735,0.243589744,0.425641026,0.090425532,1.461538462,1
aves-weaver-social-06.edges,0.615009747,0.374269006,0.829281537,0.152607153,3.368421053,1
aves-weaver-social-07.edges,0.305555556,0.277777778,0.481481481,0.534883721,1.111111111,1
aves-weaver-social-08.edges,0.631393298,0.30952381,0.697612642,-0.111879758,4.178571429,1
aves-weaver-social-09.edges,0.762626263,0.545454545,0.648544974,-0.034666667,3,1
aves-weaver-social-10.edges,0.390833333,0.175,0.31875,0.088122605,1.3125,1
aves-weaver-social-11.edges,0.406345993,0.133603239,0.625818918,0.03466415,2.538461538,1
aves-weaver-social-12.edges,0.451199495,0.176136364,0.644938563,0.12899414,2.818181818,1
aves-weaver-social-13.edges,0.461362007,0.251612903,0.661556633,0.260468326,3.774193548,1
aves-weaver-social-14.edges,0.845454545,0.690909091,0.847041847,-0.393809268,3.454545455,1
aves-weaver-social-15.edges,0.247364954,0.169960474,0.613664596,0.21998532,1.869565217,1
aves-weaver-social-16.edges,0.39917328,0.087797619,0.604521347,-0.029052051,2.765625,1
aves-weaver-social-17.edges,0.8,0.6,0.9,-0.363636364,1.5,1
aves-weaver-social-18.edges,0.866666667,0.733333333,0.766666667,-0.447368421,1.833333333,1
aves-weaver-social-19.edges,0.761029412,0.522058824,0.801803752,-0.228446187,4.176470588,1
aves-weaver-social-20.edges,0.840659341,0.681318681,0.861430236,-0.224328594,4.428571429,1
aves-weaver-social-21.edges,0.818681319,0.637362637,0.822924694,-0.345125786,4.142857143,1
aves-weaver-social-22.edges,0.560386473,0.224637681,0.693127706,-0.18374239,2.583333333,1
aves-wildbird-network-1.edges,0.466719515,0.169583089,0.803054678,0.207071225,11.02290076,1
aves-wildbird-network-2.edges,0.295835637,0.163957988,0.75362138,0.259828044,10.98518519,1
aves-wildbird-network-3.edges,0.519367196,0.205079365,0.768237611,0.370435042,12.81746032,1
aves-wildbird-network-4.edges,0.385830109,0.222111664,0.821322667,0.214652851,14.88148148,1
aves-wildbird-network-5.edges,0.567728289,0.240613027,0.785267008,0.259785584,17.32413793,1
aves-wildbird-network-6.edges,0.503000484,0.257300925,0.806108285,0.460141063,19.04026846,1
insecta-ant-colony2-day12.edges,0.811766312,0.623751024,0.744936892,0.067487171,34.30630631,4
insecta-ant-colony2-day13.edges,0.821703522,0.643570844,0.755689408,0.076772481,35.3963964,4
insecta-ant-colony2-day14.edges,0.821840022,0.643734644,0.760695719,0.035218512,35.40540541,4
insecta-ant-colony2-day15.edges,0.824979525,0.650614251,0.782722197,0.10431117,35.78378378,4
insecta-ant-colony2-day16.edges,0.830630631,0.661916462,0.806897887,0.158524035,36.40540541,4
insecta-ant-colony2-day17.edges,0.820829921,0.642260442,0.789220896,0.148108137,35.32432432,4
insecta-ant-colony2-day18.edges,0.812612613,0.626535627,0.769674913,0.073607006,34.45945946,4
insecta-ant-colony2-day19.edges,0.806442806,0.613104013,0.765115016,0.152063397,33.72072072,4
insecta-ant-colony2-day20.edges,0.819328419,0.639148239,0.772361568,0.067915734,35.15315315,4
insecta-ant-colony2-day21.edges,0.814387114,0.629484029,0.790376347,0.150813265,34.62162162,4
insecta-ant-colony2-day22.edges,0.81244278,0.625967541,0.773445892,0.131600656,27.85555556,4
insecta-ant-colony2-day23.edges,0.825093633,0.650436954,0.783894376,0.109378049,28.94444444,4
insecta-ant-colony2-day24.edges,0.787848523,0.57752809,0.743007005,0.189909346,25.7,4
insecta-ant-colony2-day25.edges,0.789679567,0.583270911,0.759077433,0.116248073,25.95555556,4
insecta-ant-colony2-day26.edges,0.798689139,0.600357508,0.747620329,0.105772321,26.41573034,4
insecta-ant-colony2-day27.edges,0.804051753,0.6113381,0.784862946,0.232176688,26.8988764,4
insecta-ant-colony2-day28.edges,0.785876001,0.573406479,0.74025359,0.145229952,24.94318182,4
insecta-ant-colony2-day29.edges,0.801498127,0.605975485,0.753602951,0.117310134,26.66292135,4
insecta-ant-colony2-day30.edges,0.813044235,0.627220481,0.762722541,0.098806611,27.28409091,4
insecta-ant-colony2-day31.edges,0.76806558,0.536754878,0.680356725,0.02786413,23.08045977,4
insecta-ant-colony2-day32.edges,0.806412583,0.614035088,0.717704712,0.015918673,17.5,4
insecta-ant-colony2-day33.edges,0.825670498,0.656987296,0.780972068,0.087701739,18.72413793,4
insecta-ant-colony2-day34.edges,0.819721718,0.641863279,0.765006077,0.086890278,18.29310345,4
insecta-ant-colony2-day35.edges,0.798648921,0.599516031,0.74982912,0.095144257,17.0862069,4
insecta-ant-colony2-day36.edges,0.805001008,0.614035088,0.780908302,0.205337018,17.5,4
insecta-ant-colony2-day37.edges,0.778685219,0.561403509,0.706114665,0.084166584,16,4
insecta-ant-colony2-day38.edges,0.787457149,0.582577132,0.762993536,0.168494824,16.60344828,4
insecta-ant-colony2-day39.edges,0.761847147,0.531760436,0.702447432,0.167090719,15.15517241,4
insecta-ant-colony2-day40.edges,0.767896753,0.541439806,0.707373295,0.093139456,15.43103448,4
insecta-ant-colony2-day41.edges,0.781105062,0.56261343,0.701899894,0.022802506,16.03448276,4
insecta-ant-colony3-day01.edges,0.937853774,0.875707547,0.896994896,-0.034964684,69.61875,4
insecta-beetle-group-c1-period-1.edges,0.711494253,0.425287356,0.46630736,0.008768101,6.166666667,2
insecta-beetle-group-c1-period-2.edges,0.734482759,0.482758621,0.556971352,-0.026949652,7,2
insecta-beetle-group-c2-period-1.edges,0.660493827,0.333333333,0.41373208,-0.11082724,4.333333333,2
insecta-beetle-group-c2-period-2.edges,0.720306513,0.448275862,0.555095164,-0.077412588,6.5,2
insecta-beetle-group-c3-period-1.edges,0.661375661,0.346560847,0.406977546,-0.09709329,4.678571429,2
insecta-beetle-group-c3-period-2.edges,0.705254516,0.428571429,0.548666961,-0.070419207,6,2
insecta-beetle-group-c4-period-1.edges,0.652490421,0.317241379,0.409234932,-0.102382768,4.6,2
insecta-beetle-group-c4-period-2.edges,0.695402299,0.404597701,0.529423458,-0.099265798,5.866666667,2
insecta-beetle-group-t1-period-1.edges,0.682375479,0.370114943,0.430942647,-0.17976333,5.366666667,2
insecta-beetle-group-t2-period-1.edges,0.701915709,0.409195402,0.487861223,-0.062049042,5.933333333,2
insecta-beetle-group-t3-period-1.edges,0.720032841,0.443349754,0.537482032,-0.067783173,6.206896552,2
insecta-beetle-group-t4-period-1.edges,0.672413793,0.356321839,0.457273086,-0.117037727,5.166666667,2
mammalia-bat-roosting-indiana.edges,0.789590255,0.604651163,0.904976153,0.229150321,12.69767442,2
mammalia-dolphin-florida-forage.edges,0.350699102,0.063157895,0.658753036,0.231769583,5.968421053,2
mammalia-dolphin-florida-social.edges,0.50540103,0.137218543,0.788257935,0.184785384,10.29139073,2
mammalia-dolphin-floridatravel.edges,0.291430441,0.058709751,0.727745909,0.227763728,5.489361702,2
mammalia-dolphin-social.edges,0.379214198,0.084082496,0.258958246,-0.043594028,2.564516129,2
mammalia-raccoon-proximity-10.edges,0.581578947,0.292397661,0.487134503,0.373147937,2.631578947,2
mammalia-raccoon-proximity-11.edges,0.57748538,0.269005848,0.510902256,0.120469883,2.421052632,2
mammalia-raccoon-proximity-12.edges,0.535923141,0.280701754,0.650083542,0.462931329,2.526315789,2
mammalia-raccoon-proximity-13.edges,0.612573099,0.333333333,0.68604086,0.195032871,3,2
mammalia-raccoon-proximity-14.edges,0.65795207,0.385620915,0.711636203,0.255329587,3.277777778,2
mammalia-raccoon-proximity-15.edges,0.628540305,0.320261438,0.586684303,-0.160120432,2.722222222,2
mammalia-raccoon-proximity-16.edges,0.596813725,0.308823529,0.540756303,0.365432509,2.470588235,2
mammalia-raccoon-proximity-17.edges,0.534027778,0.25,0.502529762,0.07604833,1.875,2
mammalia-raccoon-proximity-18.edges,0.326984127,0.247619048,0.643174603,0.129898723,1.733333333,2
mammalia-raccoon-proximity-19.edges,0.525367647,0.257352941,0.507282913,0.26546104,2.058823529,2
mammalia-raccoon-proximity-2.edges,0.50275201,0.216450216,0.533766234,0.048066753,2.272727273,2
mammalia-raccoon-proximity-20.edges,0.525367647,0.257352941,0.507282913,0.26546104,2.058823529,2
mammalia-raccoon-proximity-21.edges,0.319281046,0.14379085,0.387037037,0.00727802,1.222222222,2
mammalia-raccoon-proximity-22.edges,0.539166667,0.275,0.463392857,0.480314961,2.0625,2
mammalia-voles-kcs-trapping-02.edges,0.217969349,0.101149425,0.463333333,0.08044164,1.466666667,3
mammalia-voles-kcs-trapping-03.edges,0.116959064,0.099415205,0.333333333,0.234234234,0.894736842,3
mammalia-voles-kcs-trapping-04.edges,0.102954145,0.079365079,0.339285714,0.468085106,1.071428571,3
mammalia-voles-kcs-trapping-05.edges,0.158019324,0.059903382,0.487991718,0.344802163,1.347826087,3
mammalia-voles-kcs-trapping-06.edges,0.219559824,0.075630252,0.38952381,0.193989071,1.285714286,3
mammalia-voles-kcs-trapping-07.edges,0.180019369,0.051870748,0.346938776,0.282471836,1.244897959,3
mammalia-voles-kcs-trapping-08.edges,0.085790598,0.052564103,0.474166667,0.457069628,1.025,3
mammalia-voles-kcs-trapping-09.edges,0.118807178,0.066502463,0.247126437,-5.50E-16,0.931034483,3
mammalia-voles-kcs-trapping-10.edges,0.16503268,0.117647059,0.37037037,0.179487179,1,3
mammalia-voles-kcs-trapping-11.edges,0.230769231,0.142857143,0.321428571,-0.331325301,0.928571429,3
mammalia-voles-kcs-trapping-12.edges,0.280694444,0.15,0.3625,0.210106383,1.125,3
mammalia-voles-kcs-trapping-13.edges,0.134348468,0.065337763,0.424529347,0.497354217,1.372093023,3
mammalia-voles-kcs-trapping-14.edges,0.238662366,0.061032864,0.573875661,0.17104514,2.166666667,3
mammalia-voles-kcs-trapping-15.edges,0.066489066,0.038228438,0.406926407,0.328324725,1.242424242,3
mammalia-voles-kcs-trapping-16.edges,0.163998735,0.04335443,0.517857143,0.146929223,1.7125,3
mammalia-voles-kcs-trapping-17.edges,0.077416854,0.035284683,0.586918446,0.125364431,1.517241379,3
mammalia-voles-kcs-trapping-18.edges,0.057883598,0.040165631,0.534761905,0.297576518,1.385714286,3
mammalia-voles-kcs-trapping-19.edges,0.052910053,0.047619048,0.166666667,0.425531915,0.642857143,3
mammalia-voles-kcs-trapping-20.edges,0.093778802,0.041986687,0.453892668,-0.101727447,1.301587302,3
mammalia-voles-kcs-trapping-21.edges,0.129907968,0.047619048,0.404678363,0.217617931,1.333333333,3
mammalia-voles-kcs-trapping-22.edges,0.11724913,0.036594473,0.644574176,0.236708804,1.884615385,3
mammalia-voles-kcs-trapping-23.edges,0.09941452,0.049180328,0.551209992,0.604700544,1.475409836,3
mammalia-voles-kcs-trapping-24.edges,0.252799186,0.051590484,0.528961205,0.271473339,2.218390805,3
mammalia-voles-kcs-trapping-25.edges,0.22842131,0.036581709,0.57050306,0.216309246,2.103448276,3
mammalia-voles-kcs-trapping-26.edges,0.138004971,0.029089738,0.567818516,0.338859472,1.97810219,3
mammalia-voles-kcs-trapping-27.edges,0.185931846,0.037145102,0.572085336,0.483908424,2.470149254,3
mammalia-voles-kcs-trapping-28.edges,0.121029452,0.03312946,0.586202126,0.463293937,1.788990826,3
mammalia-voles-kcs-trapping-29.edges,0.051234938,0.028851541,0.512941176,0.369920923,1.211764706,3
mammalia-voles-kcs-trapping-30.edges,0.055257484,0.033866058,0.525114155,0.334986034,1.219178082,3
mammalia-voles-kcs-trapping-31.edges,0.105339105,0.086580087,0.484848485,0.074074074,0.909090909,3
mammalia-voles-kcs-trapping-32.edges,0.11002886,0.058823529,0.339215686,0.19160105,0.970588235,3
